time_s,radius_nm
0.1371272434398401,10.719441288325195
0.14361196859990802,10.747547321995478
0.15040335536380253,10.77561883457005
0.15751590570916243,10.803656945345477
0.16496480740980207,10.831660861117813
0.17276596646690381,10.859630351039788
0.18093604107387165,10.887564940266211
0.18949247718738235,10.915464190532541
0.19845354578058033,10.943329044960132
0.20783838185797596,10.971160676880451
0.2176670253153459,10.99895881466431
0.2279604637318982,11.02672264608439
0.2387406771860647,11.054452222351003
0.25003068519063265,11.082146818012378
0.26185459584742327,11.1098066833582
0.27423765732649524,11.137433755715614
0.28720631177978284,11.165028389752406
0.3007882518043102,11.192589517364848
0.3150124795755328,11.220116276661132
0.32990936877709426,11.247608941896322
0.34551072945922184,11.275067524670925
0.36184987596427504,11.302493481004468
0.3789616980644716,11.329886347703656
0.3968827354637166,11.357246480764976
0.4156512558225988,11.384573582403698
0.4353073364731892,11.411866908054156
0.4558929499981059,11.439126150700174
0.47745205385661316,11.466352621294343
0.500030684249109,11.493547201741878
0.5236770544204655,11.520709185430606
0.5484416576121015,11.547838488414742
0.5743773748826587,11.574934814604292
0.6015395880274833,11.60199768919425
0.6299862978380694,11.62902769443708
0.6597782479539547,11.656026030866885
0.6909790545715645,11.682992650067291
0.7236553422869665,11.709926817448352
0.757876886362593,11.736828620254517
0.7937167617217559,11.763697673461353
0.8312514989890631,11.790533704035257
0.8705612479099875,11.817338044342888
0.9117299484984922,11.844111671217036
0.9548455102782303,11.870853606636507
1.0,11.897563674067552
